446472	వారు పన్ను చట్టాల సంస్కరణకు అనుకూలంగా ఉన్నారు.	306981	They are in favor of the reform of the tax laws.
446474	నిన్న నా పుట్టినరోజు.	244539	Yesterday was my birthday.
446475	రేపు నా పుట్టినరోజు.	71844	Tomorrow is my birthday.
446480	రేపు నా పుట్టినరోజు మరియు నాకు పదిహేడేళ్లు.	323316	Tomorrow is my birthday and I will be seventeen.
446481	రేపు నా పుట్టినరోజు మరియు నాకు పదిహేడేళ్లు.	323316	Tomorrow is my birthday and I will be seventeen.
446484	ఈరోజు మా అక్క పుట్టినరోజు.	242653	Today is my sister's birthday.
446487	ఈరోజు మా అక్క పుట్టినరోజు.	242653	Today is my sister's birthday.
446490	ఈరోజు నా పదహారవ పుట్టినరోజు.	242865	Today is my sixteenth birthday.
446492	నా పుట్టినరోజు నేటికి ఒక నెల.	251417	My birthday is one month from today.
446500	దాదాపు గంటపాటు వారి సంభాషణ సాగింది.	305161	Their conversation was carried on for about an hour.
446697	దయచేసి మరింత నెమ్మదిగా మాట్లాడతారా?	31292	Would you speak more slowly, please?
446697	దయచేసి కొంచెం నిదానంగా మాట్లాడగలరా?	31566	Could you please speak a little bit more slowly?
446706	లూసీ రావడం ఖాయం.	29563	Lucy is certain to come.
446711	ఎందుకు రాలేదు?	24657	Why didn't you come?
449288	మీకు ఏది కావాలంటే అది చేయండి, ఎలాగైనా గాసిప్‌లు ఉంటాయి.	412207	Do whatever you want, there will be gossiping anyhow.
449289	నా బ్యాగ్ ఒకటి లేదు.	35164	One of my bags is missing.
449290	నా బ్యాగ్ ఒకటి లేదు.	35164	One of my bags is missing.
449292	చివరికి దొంగ పట్టుబడడం ఖాయం.	278627	The thief is certain to be caught eventually.
449293	చట్టాన్ని పాటించడం చాలా ముఖ్యం.	321060	It is very important to keep the law.
449294	మీ గదిని వీలైనంత చక్కగా ఉంచండి.	264786	Keep your room as neat as you can.
449295	పుస్తకం కాపీలన్నీ ధ్వంసం చేయాలని డిమాండ్ చేశారు.	43929	They have demanded that all copies of the book be destroyed.
449297	నిన్న రాత్రి నేను షవర్‌లో చిక్కుకున్నాను మరియు చర్మానికి తడిసిపోయాను.	244772	Last night I was caught in a shower and got wet to the skin.
449298	కాలేజీకి వెళ్లాలా వద్దా అని మేము నిర్ణయించుకోలేము.	321386	We cannot decide whether to go to college or not.
449323	నాకు చాలా సంతోషంగా ఉంది’’ అని తనలో తానే చెప్పుకుంది.	73665	"She said to herself, ""I am very happy."""
449324	ఈ టవల్ తో మీ చేతులను తుడుచుకోండి.	60912	Wipe your hands with this towel.
449329	ఇది చాలా శృంగారభరితంగా ఉంది!	359445	It's very romantic!
449349	నాకు ఇంగ్లీషు చదవడం వచ్చు.	256184	I am able to read English.
449350	నాకు ఇంగ్లీషు చదవడం వచ్చు.	256184	I am able to read English.
449353	మీరు సినిమా చూసి ఉండాల్సింది.	68565	You should have seen the movie.
449358	అబ్బాయిలు అబ్బాయిలు అవుతారు.	276817	Boys will be boys.
449361	ఆ దృశ్యాన్ని చూసి తట్టుకోలేకపోయాను.	48057	I could not bear to see the scene.
449362	ఆ దృశ్యాన్ని చూసి తట్టుకోలేకపోయాను.	48057	I could not bear to see the scene.
449364	ఎన్నో ఏళ్ల పట్టుదల ఫలితం ఆయన విజయం.	396206	His success is the result of many years of perseverance.
449367	మా నాన్న జుట్టు తెల్లగా పెరిగింది.	318916	My father's hair has grown white.
449371	ఈ అంశాన్ని విస్మరించడం మంచిది.	57716	It is better to ignore this point.
449377	హడావుడిగా పనులు చేస్తే పొరపాట్లు చేస్తారు.	19705	You make mistakes if you do things in a hurry.
449384	నిన్ను చూసే సమయం నాకు లేదు.	63904	I have no time to see you.
449386	నాకు ఈరోజు ఇంగ్లీష్ చదవాలని అనిపించడం లేదు.	242778	I don't feel like studying English today.
449398	ఆమె దయతో వణికిపోయాడు.	302811	He traded on her kindness.
450024	నేను 1960లో పుట్టాను.	252429	I was born in 1960.
450034	మనమందరం భూమిపై జీవిస్తున్నాము.	248347	We all live on the earth.
450304	దాదాపు 12 గంటలవుతోంది.	31305	It is almost 12 o'clock.
450306	రైలు పదిహేను కార్లతో రూపొందించబడింది.	326192	The train is made up of fifteen cars.
450308	తదుపరిసారి వచ్చినప్పుడు దాని గురించి చెబుతాను.	58898	I will tell him about it when he comes next time.
450309	తదుపరిసారి వచ్చినప్పుడు దాని గురించి చెబుతాను.	58898	I will tell him about it when he comes next time.
450312	అరవకండి.	279585	Don't shout.
450313	అరవకండి.	279585	Don't shout.
450327	మా అక్కలిద్దరికీ పెళ్లయింది.	250952	Both of my sisters are married.
450328	కథ వినగానే పిచ్చెక్కిపోయింది.	304854	He went mad when he heard the story.
450329	దుకాణంలో తోలు వస్తువులు ఉండేవి.	44885	The shop carried leather goods.
450330	కరాటే నిరాయుధ రక్షణ కళ.	18180	Karate is an art of unarmed defense.
450331	కరాటే నిరాయుధ రక్షణ కళ.	18180	Karate is an art of unarmed defense.
450332	పుస్తకం కొనాలనుకున్నాడు.	291289	He wanted to buy the book.
450333	దయచేసి ఈ బిల్లును నాణేలుగా మార్చండి.	61277	Please change this bill into coins.
450334	మరింత కష్టపడి పనిచేయాలని నిర్ణయించుకున్నారు.	306091	They resolved to work harder.
450335	నేను మీతో విభేదిస్తున్నాను.	264983	I beg to differ with you.
450336	నేను మీతో ఏకీభవించను.	17423	I don't agree with you.
450337	నేను ఈ కోటాను ఎలా తీర్చగలను?	38370	How can I meet this quota?
450338	మీరు రైలులో వెళ్తారా?	237647	Will you go by train?
450339	నేను ఆమెని చూడగానే తెలుసు, కానీ నేను ఆమెతో ఎప్పుడూ మాట్లాడలేదు.	309155	I know her by sight, but I've never spoken to her.
450340	నేను ఆమెను ఎప్పుడూ కలవలేదు, కానీ నేను ఆమెను గుర్తించాను.	450341	I've never met her, but I recognize her.
450340	నేను అతనిని ఎప్పుడూ కలవలేదు, కానీ నేను అతనిని గుర్తించాను.	450342	I've never met him, but I recognize him.
450343	ఆ సమస్య గురించి నేనేమీ చెప్పలేను.	43753	I have nothing to say with regard to that problem.
450343	ఈ విషయంపై నేను చెప్పేదేమీ లేదు.	450345	I have nothing to say on this matter.
450344	ఆ సమస్య గురించి నేనేమీ చెప్పలేను.	43753	I have nothing to say with regard to that problem.
450346	నేను నా బసను మరో రాత్రి పొడిగించవచ్చా?	266725	Can I extend my stay one more night?
450347	అతని విషయంలో తరచుగా జరిగే విధంగా అతను నిర్లక్ష్యంగా తప్పు చేసాడు.	284726	He made a careless mistake, as is often the case with him.
450348	పెట్టె చెక్కతో తయారు చేయబడింది.	44451	The box is made of wood.
450349	సమయం ఎంత?	428402	What time is it?
450351	సమయం ఎంత?	428402	What time is it?
450353	ఏది సరైనదో అది చేయండి.	271579	Do that which is right.
450354	ఎయిర్ కండీషనర్ ఇక్కడ చాలా ఎత్తులో ఉందని మీరు అనుకోలేదా?	57378	Don't you think the air conditioner is turned up too high in here?
450355	తలుపు లాక్ చేయబడింది మరియు మేము లోపలికి రాలేకపోయాము.	39112	The door was locked and we couldn't get in.
450356	టామ్ నిన్న పగలగొట్టిన కిటికీ అది.	37413	It was the window that Tom broke yesterday.
450357	నవల చాలా ఉత్తేజకరమైనది.	58484	The novel is very exciting.
450358	వారికే ఇబ్బంది తెచ్చుకున్నారు.	306778	They brought trouble on themselves.
450359	ధూమపానం చేయవద్దని డాక్టర్ అతనికి సలహా ఇచ్చారు.	27946	The doctor advised him not to smoke.
450360	ధూమపానం చేయవద్దని డాక్టర్ అతనికి సలహా ఇచ్చారు.	27946	The doctor advised him not to smoke.
450361	మీరు ఆసక్తికరమైన పుస్తకాన్ని చదువుతున్నారా?	68894	Are you reading an interesting book?
450362	మీరు ఆసక్తికరమైన పుస్తకాన్ని చదువుతున్నారా?	68894	Are you reading an interesting book?
450363	మీరు ఆసక్తికరమైన పుస్తకాన్ని చదువుతున్నారా?	68894	Are you reading an interesting book?
450364	ఈ సిద్ధాంతం నాకు అర్థం చేసుకోవడం చాలా కష్టం.	56523	This theory is too difficult for me to comprehend.
450366	అతను ఇంగ్లీష్ మాట్లాడలేడు, చాలా తక్కువ జర్మన్.	293949	He cannot speak English, much less German.
450367	ఆ రోజు బలమైన గాలి వీచింది.	67878	There was a strong wind that day.
450368	ఆ అమ్మాయి ఏడుపు తప్ప ఏమీ చేయలేదు.	46454	The girl did nothing but cry.
450369	వంతెనపై నిలబడి ఉన్న వ్యక్తి మీకు తెలుసా?	18988	Do you know the man standing on the bridge?
450370	తౌడైజీ రెండు దేవాలయాలలో పెద్దది.	279837	Toudaiji is the bigger of the two temples.
450371	మీరు మంచి కోసం జపాన్‌ను విడిచిపెట్టడం లేదు, అవునా?	69670	You aren't leaving Japan for good, are you?
450372	కెనడాలో వారు ఏ భాషలు మాట్లాడతారు?	63648	What languages do they speak in Canada?
450373	కొనాలా వద్దా అనేది మీ ఇష్టం.	282516	It is up to you whether to buy it or not.
450374	ఉదయమంతా ఉత్తరాలు రాస్తూనే ఉన్నాను.	257335	I have been writing letters all morning.
450375	ఉదయమంతా ఉత్తరాలు రాస్తూనే ఉన్నాను.	257335	I have been writing letters all morning.
450376	చనిపోవబోతున్నవారు నీకు వందనం.	432426	Those who are about to die salute you.
450377	చనిపోవబోతున్నవారు నీకు వందనం.	432426	Those who are about to die salute you.
450378	ఈ దుకాణంలో స్టాంపులు విక్రయించబడవు.	57757	Stamps are not sold in this store.
450380	రోజుల తరబడి తిండి లేకుండా ఉండాల్సి వచ్చింది.	294369	He had to go without food for days.
450381	పని చేస్తూనే పాడాడు.	294485	He sang while working.
450382	నాకు ఫ్రెంచ్ రాదు కాబట్టి నేను చాలా సుఖంగా ఉన్నాను.	34167	I was ill at ease because I didn't speak French.
450383	నేను టాక్సీ కోసం ఎదురు చూస్తున్నాను.	254932	I was waiting for a taxi.
450384	నేను టాక్సీ కోసం ఎదురు చూస్తున్నాను.	254932	I was waiting for a taxi.
450385	నిధులు సేకరించాలని ఆమె కోరారు.	316306	She asked him to raise the funds.
450386	నేను గదిని శుభ్రం చేయాలా?	319586	Shall I clean the room?
450387	అతను నిజంగా ధనవంతుడు, కానీ అతను నమ్మదగినవాడు కాదు.	40908	Indeed he is rich, but he is not reliable.
450388	ఇబ్బంది ఏమిటంటే వారికి సమయం లేకపోవడం.	243457	The trouble is that they have no time.
450389	ఈ చట్టం ప్రజలను కొంతకాలం ఫుట్‌బాల్ ఆడకుండా చేసింది.	44003	The law kept people from playing football for a while.
450391	లండన్ వాసులు ఈ బ్రిడ్జిని చూసి చాలా గర్వపడుతున్నారు.	29282	The people of London are very proud of this bridge.
450392	అతని మొరటుతనం గురించి ఆమె నాకు ఫిర్యాదు చేసింది.	287583	She complained to me of his rudeness.
450394	నా అజ్ఞానానికి అతను ఆశ్చర్యపోయినట్లు అనిపించింది.	297999	He seemed surprised by my ignorance.
450395	ఇది ఒక కల నిజమైంది.	322763	It's like a dream come true.
450396	అతను నాపై నిజాయితీ లేని ఆరోపణలు చేశాడు.	298164	He charged me with dishonesty.
450397	ఇక్కడ, దయచేసి కూర్చోండి.	54270	Here, please have a seat.
450398	మీ వాగ్దానాన్ని వెనక్కి తీసుకోకండి.	324215	Don't go back on your promise.
450399	తల్లిని చూడగానే ఆమె కేకలు వేసింది.	316961	She cried out the moment she saw her mother.
450401	నేను ఈ ప్రణాళికకు అంగీకరిస్తున్నాను.	253583	I agree to this plan.
450403	ఆమె జుట్టు కత్తిరించాలని కోరుకుంది, కానీ ఆమె తల్లి ఆమెను అనుమతించలేదు.	316185	She wanted to have her hair cut, but her mother wouldn't let her.
450404	అతను అరబిక్ చదువుతాడు.	434986	He reads Arabic.
450405	అతను నిన్న ఈ పుస్తకాన్ని చదివాడు.	296874	He read this book yesterday.
450407	నేను మీతో ఒక మాట చెప్పాలనుకుంటున్నాను.	71237	I'd like to have a word with you.
450408	ఏం జరిగిందో చెప్పు.	2444	Tell me what happened.
450409	కొడుకు మాట విని చాలా నెలలు కావటంతో ఆమె కంగారుపడింది.	315560	She's worried as it's been many months since she heard from her son.
450410	తనకు వచ్చిన ప్రతి అవకాశాన్ని సద్వినియోగం చేసుకున్నాడు.	288876	He took advantage of every opportunity he had.
450411	మేము రైలు స్టేషన్‌కి త్వరపడిపోయాము.	395890	We hurried to the train station.
450412	నేను కళను అభ్యసించడానికి పారిస్ వెళ్లాలనుకుంటున్నాను.	256599	I wish to go to Paris to study art.
450413	నేను కళను అభ్యసించడానికి పారిస్ వెళ్లాలనుకుంటున్నాను.	256599	I wish to go to Paris to study art.
450414	యుద్ధం దేశాన్ని వృధా చేసింది.	273279	The war wasted the country.
450415	ఆమె పాత్రలో తన సోదరిని పోలి ఉంటుంది.	315300	She resembles her sister in character.
450417	వారు ఇంగ్లీష్ నేర్చుకోవడానికి సిద్ధంగా ఉన్నారు.	306929	They are willing to learn English.
450418	సినిమాలకు వెళ్లడం ఎలా?	26445	How about going to the movies?
450419	నేను అతనిని కలవకపోవడమే మంచిది.	284648	I'd rather not meet him.
450420	నేను అతనిని కలవకపోవడమే మంచిది.	284648	I'd rather not meet him.
450421	ఆమె ఉత్తరం మెయిల్ చేయడం మర్చిపోయింది.	314894	She forgot to mail the letter.
450422	ఆమె ఉత్తరం మెయిల్ చేయడం మర్చిపోయింది.	314894	She forgot to mail the letter.
450423	నాకు బాగా నిద్ర వచ్చింది.	254909	I got very sleepy.
450424	ఇలాంటివి తరచుగా జరుగుతుంటాయి.	43514	Such a thing occurs frequently.
450425	నేను మా అమ్మ కోసం బహుమతి కోసం చూస్తున్నాను.	320583	I am looking for a present for my mother.
450426	తన కుటుంబం సుఖంగా జీవించాలని కష్టపడి పనిచేశాడు.	294450	He worked hard in order that his family might live in comfort.
450428	సింహాలు మాంసాన్ని తింటాయి.	29840	Lions feed on flesh.
450431	నిఘంటువు లేకుంటే ఇంగ్లీషు చదవడం కష్టం.	264884	Without a dictionary, it would be hard to study English.
450433	నేను నిన్ను తర్వాత కలుస్తాను.	32706	I'll see you later.
450434	నేను నిన్ను తర్వాత కలుస్తాను.	32706	I'll see you later.
450436	ఈ ఉదయం ఎందుకు ఆలస్యం అయ్యావు?	36493	Why were you late this morning?
450438	ఆమె ఒక ధనవంతుడిని వివాహం చేసుకుంది.	310617	She married a rich man.
450440	నేను మా అమ్మ కోసం ఎదురు చూస్తున్నాను.	261698	I'm waiting for my mother.
450441	ఆ రోజుల్లో నేను ముందుగానే పడుకునేదాన్ని.	44719	In those days, I went to bed earlier.
450443	రహదారి నదికి సమాంతరంగా ఉంది.	44667	The road is parallel to the river.
450445	నాకు నీలం రంగు అంటే ఇష్టం. ఎంత ఖర్చవుతుంది?	436743	I like the blue one. How much does it cost?
450446	నాకు నీలం రంగు అంటే ఇష్టం. ఎంత ఖర్చవుతుంది?	436743	I like the blue one. How much does it cost?
450447	ఇది ఎనిమిది మరియు పది మధ్య జరిగింది.	42187	It happened between eight and ten.
450448	ఇది ఎనిమిది మరియు పది మధ్య జరిగింది.	42187	It happened between eight and ten.
450450	బిడ్డను కాసేపు గమనించండి.	53392	Keep an eye on the baby for a while.
450457	నాన్న బాత్రూంలో షేవింగ్ చేస్తున్నారు.	64105	Dad is shaving in the bathroom.
450459	ఆ మహిళ ధనవంతురాలిగా కనిపిస్తుంది.	67838	That lady appears rich.
450460	ఆ మహిళ ధనవంతురాలిగా కనిపిస్తుంది.	67838	That lady appears rich.
450461	నా డబ్బు దోచుకున్నారు.	64556	My money was stolen.
450462	మబ్బులు కమ్ముకుంటున్నాయి.	26523	The clouds are breaking.
450935	మన దగ్గర ఎన్ని గిన్నెలు ఉన్నాయి?	436149	How many bowls do we have?
450938	అతను సుమారు రెండు సంవత్సరాల క్రితం మరణించాడని మీకు తెలియదా?	69047	Didn't you know that he passed away about two years ago?
450939	ఈరోజు వేడిగా ఉంది.	242881	It's hot today.
450943	దయచేసి మీ పేరు మరియు ఫోన్ నంబర్ చెప్పండి.	63920	Please tell me your name and telephone number.
450944	ఆమె భారతదేశంలోని ఏదో ఒక గ్రామంలో నివసిస్తోంది.	310530	She is living in some village in India.
450948	ఈరోజు కాస్త చల్లగా ఉంది.	242893	It's rather cold today.
450952	మనం అతనిని ఏ స్థాయిలో విశ్వసించగలం?	249258	To what degree can we trust him?
450953	ఎయిర్ కండీషనర్ చాలా శబ్దం చేస్తుంది.	50623	The air conditioner makes too much noise.
450954	వాళ్లిద్దరూ నాకు తెలుసు.	260874	I know both of them.
450956	ఇక్కడ ఎవరైనా ఉన్నారా?	276105	Is anybody here?
450963	మన పొరుగువారిని ప్రేమించాలి.	29078	We should love our neighbors.
450965	దూరంగా తుపాకీ పేలిన శబ్దం వారికి వినిపించింది.	25843	They heard a gun go off in the distance.
450968	నేను అతనిని వీధిలో దాటినప్పుడు అతను ఉద్దేశపూర్వకంగా నన్ను పట్టించుకోలేదు.	278330	He deliberately ignored me when I passed him in the street.
450969	అది నా తప్పు.	67057	That was my mistake.
450971	ఏదో ఒకరోజు మీ కల నెరవేరుతుంది.	66349	Someday your dream will come true.
450972	మీకు కావలసినది మీరు చేయలేనప్పుడు, మీరు చేయగలిగినది చేస్తారు.	1817	When you can't do what you want, you do what you can.
450975	టీవీ సెట్‌కు ఇక స్థలం లేదు.	31557	There is no more room for a TV set.
450976	మీ ఆరోగ్యం గురించి మేమంతా ఆత్రుతగా ఉన్నాము.	247162	We are all anxious about your health.
450977	ఇది మీ కోసమే.	55752	This is for you.
450982	విదేశీ భాష నేర్చుకోవడం సరదాగా ఉంటుంది.	21909	Learning a foreign language is fun.
450984	ఆమె ప్రకారం అతను రావడం లేదు.	309874	He is not coming, according to her.
450987	అతని ప్రకారం, ఆమె రావడం లేదు.	450985	According to him, she is not coming.
450992	దయచేసి బిగ్గరగా మాట్లాడండి.	441968	Please speak in a louder voice.
451241	మేము యుద్ధానికి వ్యతిరేకం.	22850	We are against war.
451242	మేము యుద్ధానికి వ్యతిరేకం.	22850	We are against war.
451243	"అది ఎవరు? ""ఇది నేనే."""	73835	"Who is it? ""It's me."""
451245	విజయం సాధించే అదృష్టం నాకు లభించింది.	257378	I had the good fortune to succeed.
451276	మీకు కచేరీ టిక్కెట్లు ఎలా వచ్చాయి?	50368	How did you get tickets for the concert?
451278	ఐదేళ్ల క్రితం ఈ క్లబ్‌లో సభ్యుడిగా చేరాడు.	288610	He became a member of this club five years ago.
451279	ఒబోన్ సమయంలో రైలు స్టేషన్లలో చాలా గందరగోళం ఉంది.	63928	During Obon there is much confusion at train stations.
451280	అందరూ ఆమెను ఇష్టపడతారు.	430471	Everyone likes her.
451280	అందరూ అతన్ని ఇష్టపడతారు.	451281	Everybody likes him.
451280	అందరూ అతన్ని ఇష్టపడతారు.	451282	Everyone likes him.
451280	అందరూ ఆమెను ఇష్టపడతారు.	451284	Everybody likes her.
451286	డెస్క్ మీద పుస్తకం ఉంది.	20551	There is a book on the desk.
451289	నేను చదవాలనుకున్న పుస్తకం ఇదే.	55834	This is the very book that I wanted to read.
451293	మీరు దేవకన్యలను నమ్ముతున్నారా?	324809	Do you believe in fairies?
451294	మీరు దేవకన్యలను నమ్ముతున్నారా?	324809	Do you believe in fairies?
451297	పాఠశాల ఏప్రిల్‌లో ప్రారంభమవుతుంది.	21520	School begins in April.
451298	మూసిన తలుపు తట్టాడు.	291266	He knocked at the closed door.
451299	జాన్ నాకు రెండేళ్లు జూనియర్.	52581	John is my junior by two years.
451300	తన ఆస్తినంతా భార్యకు వీలునామాలో వదిలేశాడు.	293596	He left all his property to his wife in his will.
451301	మా నాన్న తన వీలునామాలో నాకు చాలా డబ్బు మిగిల్చాడు.	251656	My father left me a lot of money in his will.
451302	వైద్యుడు నా పల్స్‌ను గ్రహించాడు.	27956	The doctor felt my pulse.
451303	నేను మేనేజర్‌ని చూడాలనుకుంటున్నాను.	246280	I want to see the manager.
451304	నేను మేనేజర్‌ని చూడాలనుకుంటున్నాను.	246280	I want to see the manager.
451337	మీరు ఎక్కడ నివసిస్తున్నారు?	370708	Where do you live?
451338	మీరు ఎక్కడ నివసిస్తున్నారు?	370708	Where do you live?
451339	మీరు ఎక్కడ నివసిస్తున్నారు?	370708	Where do you live?
451340	మీరు ఎక్కడ నివసిస్తున్నారు?	370708	Where do you live?
451341	మీరు ఎక్కడ నివసిస్తున్నారు?	370708	Where do you live?
452262	రైలు ఎక్కుదాం.	279178	Let's take a train.
452263	మీరు అసలు వజ్రాన్ని ఎప్పుడూ చూడలేదు.	68929	You've never seen a genuine diamond.
452402	యంత్రం చాలా విద్యుత్తును ఉత్పత్తి చేస్తుంది.	48811	The machine generates a lot of electricity.
455225	మీ నడకలో మేము మీకు తోడుగా ఉండవచ్చా?	17130	May we accompany you on your walk?
455227	మీరు మనసు విప్పి మాట్లాడగలిగారా?	407194	Were you able to open up and talk?
455228	రాత్రి భోజనం తర్వాత నా సోదరుడికి హోంవర్క్ చేయడంలో సహాయం చేయడం నేను అలవాటుగా చేస్తున్నాను.	262089	I make it a practice to help my brother with his homework after supper.
455229	ఆమె తల్లి రాత్రి భోజనం వండడంలో నిమగ్నమై ఉంది.	309750	Her mother was busy cooking the dinner.
455230	అతని దగ్గర కొంచెం డబ్బు ఉంది.	434894	He has a little money.
455231	డెస్క్ కింద పిల్లి ఉంది.	20585	There is a cat under the desk.
455235	ధూమపానం మానేయమని నేను మీకు సలహా ఇస్తున్నాను.	18816	I advise you to stop smoking.
455236	ధూమపానం మానేయమని నేను మీకు సలహా ఇస్తున్నాను.	18816	I advise you to stop smoking.
455237	నువ్వు ఏం చెప్పినా నేను ఆమెను పెళ్లి చేసుకుంటాను.	17916	Whatever you say, I'll marry her.
455239	నువ్వు ఏం చెప్పినా నేను పెళ్లి చేసుకోబోయేది ఆమెనే.	455240	Whatever you say, she is the one I'm going to marry.
455242	అతను విరిగిన ముక్కలను కలిపి ఉంచాడు.	291219	He stuck the broken pieces together.
455243	ఆమె వంగిపోయింది.	313646	She bent down.
455244	మీరు నాకు 500 యెన్లు అప్పుగా ఇవ్వగలరా?	72565	Can you lend me 500 yen?
455245	నేను చనిపోయే వరకు అలసిపోయాను.	255479	I was tired to death.
455246	అక్కడికి వెళ్లాలంటే భయపడ్డాడు.	290447	He was afraid to go there.
455248	నేను సహాయం కోరలేదు, కోరుకోలేదు.	258599	I have not asked for help, nor do I desire it.
455249	ఆమె తన పాత బట్టలు చూసి సిగ్గుపడుతోంది.	313515	She is ashamed of her old clothes.
455250	అలెన్ కవి.	1530	Allen is a poet.
455251	ఆమె అడ్రస్ నాకు తెలుసా అని అడిగింది.	317007	She asked me if I knew her address.
455252	మాకు ఏమీ లోటు లేదు.	248471	We lack nothing.
455253	పాప ఊయలలో నిద్రపోయింది.	45825	The baby fell asleep in the cradle.
455254	ఆమె అతనిని మాత్రమే విశ్వసించగలదు.	308374	She can only trust him.
455255	అతని ప్రకటన క్రింది విధంగా నడుస్తుంది.	286992	His statement runs as follows.
455256	ఈరోజు నాకు చాలా పని ఉంది.	242715	I have a lot of work to get through today.
455297	టీ లేకుండా ప్రపంచం ఏమి చేస్తుంది?	58268	What would the world do without tea?
455301	మా గురించి చింతించకు.	262593	Don't worry about us.
455304	మీరు టోక్యోలో నివసిస్తున్నారా?	279737	Do you live in Tokyo?
455306	ఇద్దరు అబ్బాయిలు గదిలోంచి పరుగు పరుగున వచ్చారు.	280900	Two boys came running out of the room.
455309	నేను అతనిని కలవలేదు.	284429	I haven't met him.
455311	మీరు ఎప్పుడు బయలుదేరడానికి సిద్ధంగా ఉంటారు?	66003	When will you get ready to leave?
455314	మీరు ఏమీ అనకుండా ఎలా వచ్చారు?	38681	How come you say nothing?
455318	నా మదిలో ఒక మంచి ఆలోచన వచ్చింది.	66723	A good idea entered my mind.
